ID	Name	Latitude	Longitude	Address	Zipcode	Type	Website	drivingTime	walkingTime	transitTime	nomalized_crime_score	foodscore	gasscore	entertainmentscore	clusters
839	430 Lynnhaven Dr S	33.715494	-84.401857	430 Lynnhaven Dr SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/430-Lynnhaven-Dr-SW-Atlanta-GA-30310/35891455_zpid/	880	6221	3170	97.28762725	62.63736264	7.692307692	17.01030928	2
840	430 Todd St SE #	33.75198	-84.37301	430 Todd St SE # C, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/430-Todd-St-SE-C-Atlanta-GA-30312/2099321246_zpid/	601	3744	2363	75.71651596	90.65934066	23.07692308	91.75257732	7
841	430 W Wesley Rd N	33.828447	-84.401413	430 W Wesley Rd NW, Atlanta, GA	30305	House	http://www.zillow.com/homedetails/430-W-Wesley-Rd-NW-Atlanta-GA-30305/35907898_zpid/	835	5227	2814	100	80.21978022	3.846153846	23.19587629	6
842	431 S Columbia D	33.7673	-84.283685	431 S Columbia Dr, Decatur, GA	30030	House	http://www.zillow.com/homedetails/431-S-Columbia-Dr-Decatur-GA-30030/14476804_zpid/	1362	8897	3960	100	90.65934066	23.07692308	90.72164948	0
843	4320 Kingston Gate Cv # 432	33.91863	-84.31459	4320 Kingston Gate Cv # 4320, Atlanta, GA	30341	Apartment	http://www.zillow.com/homedetails/4320-Kingston-Gate-Cv-4320-Atlanta-GA-30341/2103821216_zpid/	1240	15612	5232	100	79.67032967	23.07692308	24.74226804	6
844	4320 Kingston Gate C	33.918632	-84.31459	4320 Kingston Gate Cv, Atlanta, GA	30341	Townhouse	http://www.zillow.com/homedetails/4320-Kingston-Gate-Cv-Atlanta-GA-30341/61924709_zpid/	1240	15612	5232	100	79.67032967	23.07692308	24.74226804	6
845	4333 Park Gate D	33.64108	-84.49192	4333 Park Gate Dr, East Point, GA	30344	Townhouse	http://www.zillow.com/homedetails/4333-Park-Gate-Dr-East-Point-GA-30344/2131671049_zpid/	1339	14996	0	100	67.03296703	7.692307692	12.37113402	2
846	434 Bill Kennedy Way S	33.741215	-84.357995	434 Bill Kennedy Way SE, Atlanta, GA	30316	Townhouse	http://www.zillow.com/homedetails/434-Bill-Kennedy-Way-SE-Atlanta-GA-30316/88812321_zpid/	621	5356	2845	88.48860333	89.56043956	19.23076923	93.29896907	0
847	435 Forrest Ridge Dr N	33.767049	-84.477894	435 Forrest Ridge Dr NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/435-Forrest-Ridge-Dr-NW-Atlanta-GA-30318/35865163_zpid/	936	6528	4323	96.02639186	63.73626374	11.53846154	10.30927835	2
848	435 Highland Ave N	33.7607	-84.37388	435 Highland Ave NE, Atlanta, GA	30303	Condo	http://www.zillow.com/homedetails/435-Highland-Ave-NE-Atlanta-GA-30312/2103692509_zpid/	457	3026	2252	70.88005017	89.01098901	42.30769231	89.17525773	7
849	4365 Peachtree Dunwoody Rd N	33.874153	-84.35747	4365 Peachtree Dunwoody Rd NE, Atlanta, GA	30342	House	http://www.zillow.com/homedetails/4365-Peachtree-Dunwoody-Rd-NE-Atlanta-GA-30342/35903092_zpid/	1216	10174	0	97.77263162	47.25274725	3.846153846	31.95876289	1
850	436 N Highland Ave N	33.76592	-84.35426	436 N Highland Ave NE, Atlanta, GA	30307	Apartment	http://www.zillow.com/homedetails/436-N-Highland-Ave-NE-Atlanta-GA-30307/2103179343_zpid/	710	4197	2866	92.33456413	87.36263736	30.76923077	87.11340206	3
851	437 W Ontario Ave S	33.743334	-84.440122	437 W Ontario Ave SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/437-W-Ontario-Ave-SW-Atlanta-GA-30310/35846866_zpid/	776	5599	3117	94.00090215	76.92307692	7.692307692	10.30927835	2
852	4380 Pleasant Ridge R	33.700478	-84.210542	4380 Pleasant Ridge Rd, Decatur, GA	30034	House	http://www.zillow.com/homedetails/4380-Pleasant-Ridge-Rd-Decatur-GA-30034/14435818_zpid/	1373	17989	5336	100	69.78021978	3.846153846	14.43298969	2
853	4388 Redwood S	33.923714	-84.274479	4388 Redwood St, Atlanta, GA	30360	House	http://www.zillow.com/homedetails/4388-Redwood-St-Atlanta-GA-30360/14579063_zpid/	1426	16956	4119	100	81.31868132	23.07692308	19.58762887	6
854	43 Screven St NE #	33.75425	-84.34801	43 Screven St NE # A, Atlanta, GA	30307	Apartment	http://www.zillow.com/homedetails/43-Screven-St-NE-A-Atlanta-GA-30307/2099197295_zpid/	810	5491	2819	85.76813088	88.46153846	23.07692308	85.56701031	0
855	446 Hopkins St S	33.743003	-84.430256	446 Hopkins St SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/446-Hopkins-St-SW-Atlanta-GA-30310/35842705_zpid/	676	5231	2811	94.29626929	78.57142857	11.53846154	18.55670103	2
856	449 Greenwood Ave NE APT	33.77682	-84.3724	449 Greenwood Ave NE APT 1, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/449-Greenwood-Ave-NE-APT-1-Atlanta-GA-30308/2099374724_zpid/	602	2111	1806	94.59218411	88.46153846	26.92307692	81.95876289	3
857	44 Delta Pl NE APT	33.75516	-84.35982	44 Delta Pl NE APT 3, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/44-Delta-Pl-NE-APT-3-Atlanta-GA-30307/2099937212_zpid/	727	4472	2810	98.1395916	91.20879121	34.61538462	92.78350515	3
858	44 Peachtree Pl N	33.78054	-84.389	44 Peachtree Pl NW, Atlanta, GA	30309	Condo	http://www.zillow.com/homedetails/44-Peachtree-Pl-NW-Atlanta-GA-30309/2104104418_zpid/	262	1039	600	81.95373743	90.65934066	26.92307692	85.05154639	7
859	450 Greenwood Ave NE #	33.7771	-84.37225	450 Greenwood Ave NE # 2, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/450-Greenwood-Ave-NE-2-Atlanta-GA-30308/2099176550_zpid/	588	2120	1815	94.80689777	88.46153846	23.07692308	81.95876289	0
860	452 Glendale Rd APT	33.78889	-84.2536	452 Glendale Rd APT 8, Scottdale, GA	30079	Condo	http://www.zillow.com/homedetails/452-Glendale-Rd-APT-8-Scottdale-GA-30079/2100152818_zpid/	1580	11632	4276	96.68329602	90.65934066	11.53846154	98.45360825	0
861	453 Erin Ave S	33.719598	-84.402367	453 Erin Ave SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/453-Erin-Ave-SW-Atlanta-GA-30310/35891294_zpid/	837	5926	3029	99.5843591	63.18681319	3.846153846	12.88659794	2
862	4560 Old Lake D	33.671022	-84.212828	4560 Old Lake Dr, Decatur, GA	30034	House	http://www.zillow.com/homedetails/4560-Old-Lake-Dr-Decatur-GA-30034/14426046_zpid/	1620	18526	0	100	32.96703297	7.692307692	10.30927835	5
863	45 Ivan Allen Jr Blvd NW UNIT 200	33.764715	-84.389124	45 Ivan Allen Jr Blvd NW UNIT 2008, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/45-Ivan-Allen-Jr-Blvd-NW-UNIT-2008-Atlanta-GA-30308/121148789_zpid/	365	1715	1139	63.37523717	90.10989011	23.07692308	83.50515464	7
864	4604 Tilly Mill R	33.930314	-84.284492	4604 Tilly Mill Rd, Dunwoody, GA	30360	House	http://www.zillow.com/homedetails/4604-Tilly-Mill-Rd-Dunwoody-GA-30360/14581518_zpid/	1341	17385	4298	100	80.21978022	19.23076923	14.43298969	6
865	460 Montwicke Chas	33.886619	-84.404559	460 Montwicke Chase, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/460-Montwicke-Chase-Atlanta-GA-30327/35906317_zpid/	1184	10400	0	100	37.91208791	3.846153846	14.43298969	5
866	461 Emory Cir NE #	33.78925	-84.31454	461 Emory Cir NE # 0, Atlanta, GA	30307	Condo	http://www.zillow.com/homedetails/461-Emory-Cir-NE-0-Atlanta-GA-30307/2115539341_zpid/	1326	7130	3186	98.63148967	79.67032967	11.53846154	58.7628866	4
867	461 Emory Cir N	33.789268	-84.314537	461 Emory Cir NE, Atlanta, GA	30307	House	http://www.zillow.com/homedetails/461-Emory-Cir-NE-Atlanta-GA-30307/14520189_zpid/	1326	7128	3185	98.64045575	79.67032967	11.53846154	58.7628866	4
868	46 Delmont Dr N	33.833854	-84.381785	46 Delmont Dr NE, Atlanta, GA	30305	Apartment	http://www.zillow.com/homedetails/46-Delmont-Dr-NE-Atlanta-GA-30305/35894247_zpid/	1038	5868	3257	86.30595633	90.65934066	11.53846154	87.62886598	0
869	478 N Highland Ave N	33.76706	-84.35356	478 N Highland Ave NE, Atlanta, GA	30307	Apartment	http://www.zillow.com/homedetails/478-N-Highland-Ave-NE-Atlanta-GA-30307/2101484110_zpid/	698	4266	2844	96.98846524	87.36263736	30.76923077	87.11340206	3
870	4795 Woodvale D	33.886461	-84.41891	4795 Woodvale Dr, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/4795-Woodvale-Dr-Atlanta-GA-30327/35913659_zpid/	1126	10393	0	100	24.17582418	3.846153846	10.30927835	5
871	4804 Ivy Ridge Dr SE # 480	33.8424	-84.48409	4804 Ivy Ridge Dr SE # 4804, Atlanta, GA	30339	Condo	http://www.zillow.com/homedetails/4804-Ivy-Ridge-Dr-SE-4804-Atlanta-GA-30339/2099257661_zpid/	1201	9078	6309	100	84.61538462	15.38461538	31.44329897	6
872	4831 Payson Pl S	33.83461	-84.4817	4831 Payson Pl SE, Atlanta, GA	30339	Townhouse	http://www.zillow.com/homedetails/4831-Payson-Pl-SE-Atlanta-GA-30339/2099574845_zpid/	1130	8770	7076	100	83.51648352	11.53846154	28.35051546	6
873	4845 Kitty Hawk D	33.887025	-84.382982	4845 Kitty Hawk Dr, Atlanta, GA	30342	House	http://www.zillow.com/homedetails/4845-Kitty-Hawk-Dr-Atlanta-GA-30342/35941139_zpid/	1319	10743	3987	100	82.41758242	19.23076923	36.59793814	6
874	4882 Happy Hollow R	33.941123	-84.284653	4882 Happy Hollow Rd, Dunwoody, GA	30360	House	http://www.zillow.com/homedetails/4882-Happy-Hollow-Rd-Dunwoody-GA-30360/14582193_zpid/	1486	18147	4421	100	34.61538462	7.692307692	10.30927835	5
875	489 Emory Cir N	33.789979	-84.314653	489 Emory Cir NE, Atlanta, GA	30307	House	http://www.zillow.com/homedetails/489-Emory-Cir-NE-Atlanta-GA-30307/14520185_zpid/	1314	7058	3114	98.79841429	80.76923077	11.53846154	62.88659794	4
876	4904 Heatherdale L	33.94214	-84.286704	4904 Heatherdale Ln, Dunwoody, GA	30360	House	http://www.zillow.com/homedetails/4904-Heatherdale-Ln-Dunwoody-GA-30360/14582168_zpid/	1502	18011	4465	100	34.61538462	11.53846154	14.43298969	5
877	4905 Ivy Ridge Dr SE UNIT 40	33.84275	-84.48318	4905 Ivy Ridge Dr SE UNIT 403, Atlanta, GA	30339	Apartment	http://www.zillow.com/homedetails/4905-Ivy-Ridge-Dr-SE-UNIT-403-Atlanta-GA-30339/2099236133_zpid/	1210	9156	6387	100	85.16483516	11.53846154	29.89690722	6
878	496 Holderness St S	33.74155	-84.42657	496 Holderness St SW, Atlanta, GA	30310	Apartment	http://www.zillow.com/homedetails/496-Holderness-St-SW-Atlanta-GA-30310/2106847986_zpid/	711	5006	2759	84.43988174	88.46153846	15.38461538	23.71134021	6
879	501 North Av	33.66552	-84.40568	501 North Ave, Hapeville, GA	30354	House	http://www.zillow.com/homedetails/501-North-Ave-Hapeville-GA-30354/2103664147_zpid/	1013	10192	3726	100	86.26373626	19.23076923	96.90721649	0
880	505 Whitehall St SW APT 20	33.746616	-84.399896	505 Whitehall St SW APT 206, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/505-Whitehall-St-SW-APT-206-Atlanta-GA-30303/82631469_zpid/	726	3223	2095	87.00982792	92.30769231	7.692307692	88.65979381	0
881	505 Whitehall St S	33.74357	-84.40443	505 Whitehall St SW, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/505-Whitehall-St-SW-Atlanta-GA-30303/2106180719_zpid/	678	3473	2445	78.28043704	84.06593407	11.53846154	78.35051546	0
882	505 Wimbledon Rd N	33.806457	-84.370708	505 Wimbledon Rd NE, Atlanta, GA	30324	House	http://www.zillow.com/homedetails/505-Wimbledon-Rd-NE-Atlanta-GA-30324/35932191_zpid/	705	4211	2134	99.41146702	81.31868132	61.53846154	94.84536082	8
883	5087 Bright Hampton Dr S	33.829516	-84.481281	5087 Bright Hampton Dr SE, Atlanta, GA	30339	House	http://www.zillow.com/homedetails/5087-Bright-Hampton-Dr-SE-Atlanta-GA-30339/60157201_zpid/	1140	8784	0	100	81.86813187	11.53846154	28.35051546	6
884	5095 S Trimble R	33.894168	-84.355162	5095 S Trimble Rd, Atlanta, GA	30342	House	http://www.zillow.com/homedetails/5095-S-Trimble-Rd-Atlanta-GA-30342/35907257_zpid/	1183	11965	4035	100	73.62637363	26.92307692	19.58762887	6
885	50 Biscayne Dr NW UNIT 611	33.815048	-84.393319	50 Biscayne Dr NW UNIT 6110, Atlanta, GA	30309	Condo	http://www.zillow.com/homedetails/50-Biscayne-Dr-NW-UNIT-6110-Atlanta-GA-30309/65469923_zpid/	789	4043	3084	85.73444596	87.36263736	15.38461538	84.02061856	0
886	516 Lantern Wood Dr # 9	33.79021	-84.248268	516 Lantern Wood Dr # 92, Scottdale, GA	30079	Condo	http://www.zillow.com/homedetails/516-Lantern-Wood-Dr-92-Scottdale-GA-30079/70836339_zpid/	1565	12059	4611	87.90183509	86.26373626	19.23076923	98.45360825	0
887	5225 S Trimble R	33.89755	-84.357152	5225 S Trimble Rd, Atlanta, GA	30342	House	http://www.zillow.com/homedetails/5225-S-Trimble-Rd-Atlanta-GA-30342/35909693_zpid/	1231	12277	4347	100	73.62637363	30.76923077	19.58762887	6
888	525 Spring Valley Rd N	33.809839	-84.405702	525 Spring Valley Rd NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/525-Spring-Valley-Rd-NW-Atlanta-GA-30318/35908290_zpid/	561	3271	1981	96.58940312	87.36263736	34.61538462	81.44329897	3
889	528 W College Av	33.76682	-84.303699	528 W College Ave, Decatur, GA	30030	Apartment	http://www.zillow.com/homedetails/528-W-College-Ave-Decatur-GA-30030/14477331_zpid/	1176	7397	3262	100	91.20879121	30.76923077	94.84536082	3
890	529 North Ave # 52	33.66553	-84.4063	529 North Ave # 529, Hapeville, GA	30354	Condo	http://www.zillow.com/homedetails/529-North-Ave-529-Hapeville-GA-30354/2099323244_zpid/	980	10184	3670	100	87.36263736	19.23076923	96.90721649	0
891	529 North Av	33.665533	-84.406302	529 North Ave, Hapeville, GA	30354	House	http://www.zillow.com/homedetails/529-North-Ave-Hapeville-GA-30354/35892665_zpid/	980	10184	3670	100	87.36263736	19.23076923	96.90721649	0
892	5300 Peachtree Rd UNIT 230	33.889446	-84.304534	5300 Peachtree Rd UNIT 2304, Chamblee, GA	30341	Condo	http://www.zillow.com/homedetails/5300-Peachtree-Rd-UNIT-2304-Chamblee-GA-30341/70829897_zpid/	1323	12966	2338	100	84.61538462	34.61538462	96.90721649	3
893	531 Angier Ave NE #	33.76608	-84.36978	531 Angier Ave NE # B, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/531-Angier-Ave-NE-B-Atlanta-GA-30308/2100589707_zpid/	615	2914	2029	92.776809	89.56043956	30.76923077	89.17525773	3
894	5335 Northside D	33.901304	-84.426822	5335 Northside Dr, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/5335-Northside-Dr-Atlanta-GA-30327/65442235_zpid/	1036	12230	4754	100	51.0989011	3.846153846	10.30927835	1
895	5345 Mount Vernon Pkw	33.901357	-84.408675	5345 Mount Vernon Pkwy, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/5345-Mount-Vernon-Pkwy-Atlanta-GA-30327/35912055_zpid/	1243	11756	4791	100	19.78021978	3.846153846	10.30927835	5
896	5400 Roswell Rd APT C	33.903134	-84.379934	5400 Roswell Rd APT C5, Atlanta, GA	30342	Condo	http://www.zillow.com/homedetails/5400-Roswell-Rd-APT-C5-Atlanta-GA-30342/35940884_zpid/	1169	11919	3840	100	84.06593407	19.23076923	72.16494845	0
897	541 Seal Pl N	33.777851	-84.369254	541 Seal Pl NE, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/541-Seal-Pl-NE-Atlanta-GA-30308/35879973_zpid/	608	2402	1706	87.59895727	85.71428571	15.38461538	84.53608247	0
898	5580 Chemin De Vie # 558	33.8939	-84.3841	5580 Chemin De Vie # 5580, Atlanta, GA	30342	Apartment	http://www.zillow.com/homedetails/5580-Chemin-De-Vie-5580-Atlanta-GA-30342/2099439721_zpid/	1282	11226	3994	100	80.76923077	11.53846154	42.78350515	4
899	55 Pharr Rd NW APT B30	33.837416	-84.384214	55 Pharr Rd NW APT B301, Atlanta, GA	30305	Condo	http://www.zillow.com/homedetails/55-Pharr-Rd-NW-APT-B301-Atlanta-GA-30305/35943564_zpid/	1056	6205	2987	94.84104374	89.56043956	7.692307692	83.50515464	0
900	55 Pharr Rd NW APT E20	33.837551	-84.384172	55 Pharr Rd NW APT E201, Atlanta, GA	30305	Condo	http://www.zillow.com/homedetails/55-Pharr-Rd-NW-APT-E201-Atlanta-GA-30305/2099562991_zpid/	1083	6285	3186	94.71419564	89.56043956	7.692307692	83.50515464	0
901	560 Boulevard Pl N	33.77016	-84.36877	560 Boulevard Pl NE, Atlanta, GA	30308	Apartment	http://www.zillow.com/homedetails/560-Boulevard-Pl-NE-Atlanta-GA-30308/2099626608_zpid/	619	2756	2027	91.2110836	86.81318681	23.07692308	87.62886598	0
902	563 Memorial Dr SE UNIT 31	33.746526	-84.369451	563 Memorial Dr SE UNIT 311, Atlanta, GA	30303	Condo	http://www.zillow.com/homedetails/563-Memorial-Dr-SE-UNIT-311-Atlanta-GA-30312/88822812_zpid/	657	4121	2876	90.90156258	90.10989011	23.07692308	92.78350515	0
903	5641 Roswell Rd UNIT 21	33.90904	-84.377634	5641 Roswell Rd UNIT 218, Atlanta, GA	30342	Apartment	http://www.zillow.com/homedetails/5641-Roswell-Rd-UNIT-218-Atlanta-GA-30342/69365563_zpid/	1116	12434	3833	100	85.71428571	26.92307692	90.20618557	3
904	569 Daniel Av	33.736679	-84.299707	569 Daniel Ave, Decatur, GA	30032	House	http://www.zillow.com/homedetails/569-Daniel-Ave-Decatur-GA-30032/14453884_zpid/	986	9699	4147	93.55190564	64.83516484	19.23076923	14.43298969	2
905	570 Reed St S	33.739111	-84.385327	570 Reed St SE, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/570-Reed-St-SE-Atlanta-GA-30312/35882087_zpid/	639	4081	2721	95.95957219	83.51648352	7.692307692	88.1443299	0
906	571 Formwalt St SW UNIT	33.739401	-84.395456	571 Formwalt St SW UNIT 7, Atlanta, GA	30303	Condo	http://www.zillow.com/homedetails/571-Formwalt-St-SW-UNIT-7-Atlanta-GA-30312/69367158_zpid/	574	3815	2556	89.43620312	81.31868132	7.692307692	90.72164948	0
907	572 Winton Ter N	33.768792	-84.368458	572 Winton Ter NE, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/572-Winton-Ter-NE-Atlanta-GA-30308/35879238_zpid/	676	2922	2084	92.98450042	87.91208791	23.07692308	90.20618557	0
908	5760 Powers Ferry R	33.913161	-84.41385	5760 Powers Ferry Rd, Atlanta, GA	30327	Apartment	http://www.zillow.com/homedetails/5760-Powers-Ferry-Rd-Atlanta-GA-30327/35912387_zpid/	1151	12864	4341	100	19.78021978	7.692307692	10.30927835	5
909	589 1/2 Elmwood Dr N	33.78476	-84.36915	589 1/2 Elmwood Dr NE, Atlanta, GA	30306	Apartment	http://www.zillow.com/homedetails/589-1-2-Elmwood-Dr-NE-Atlanta-GA-30306/2099370996_zpid/	609	2693	2133	98.21925777	84.61538462	23.07692308	85.56701031	0
910	590 Cresthill Ave N	33.7839	-84.36826	590 Cresthill Ave NE, Atlanta, GA	30306	Apartment	http://www.zillow.com/homedetails/590-Cresthill-Ave-NE-Atlanta-GA-30306/2099643945_zpid/	594	2585	1987	88.37024983	84.61538462	19.23076923	85.56701031	0
911	595 Boulevard SE APT	33.73821	-84.36851	595 Boulevard SE APT A, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/595-Boulevard-SE-APT-A-Atlanta-GA-30312/2099346557_zpid/	627	4877	3583	95.34636518	86.81318681	11.53846154	94.32989691	0
912	596 Gaskill St S	33.748452	-84.367823	596 Gaskill St SE, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/596-Gaskill-St-SE-Atlanta-GA-30316/35862525_zpid/	700	4232	2960	94.78457377	91.75824176	23.07692308	91.2371134	0
913	598 Cameron St S	33.738098	-84.36486	598 Cameron St SE, Atlanta, GA	30312	House	http://www.zillow.com/homedetails/598-Cameron-St-SE-Atlanta-GA-30312/35865764_zpid/	719	5086	3415	96.36627932	85.16483516	3.846153846	91.2371134	0
914	59 Sheridan Dr N	33.832	-84.38226	59 Sheridan Dr NE, Atlanta, GA	30305	Apartment	http://www.zillow.com/homedetails/59-Sheridan-Dr-NE-Atlanta-GA-30305/2114834300_zpid/	1052	5843	3228	95.02611519	90.10989011	7.692307692	85.56701031	0
915	5 Pritchard Way N	33.850706	-84.359352	5 Pritchard Way NE, Atlanta, GA	30326	Townhouse	http://www.zillow.com/homedetails/5-Pritchard-Way-NE-Atlanta-GA-30326/65466503_zpid/	1045	8250	2339	68.37498753	86.26373626	15.38461538	74.22680412	7
916	600 College S	33.656377	-84.408823	600 College St, Atlanta, GA	30354	Condo	http://www.zillow.com/homedetails/600-College-St-Atlanta-GA-30354/97987441_zpid/	1045	10920	3150	100	87.36263736	23.07692308	96.39175258	0
917	600 Parkway Dr N	33.77094	-84.37315	600 Parkway Dr NE, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/600-Parkway-Dr-NE-Atlanta-GA-30308/2112114841_zpid/	540	2348	1840	86.18041352	87.91208791	30.76923077	86.08247423	3
918	602 Formwalt St S	33.738321	-84.395478	602 Formwalt St SW, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/602-Formwalt-St-SW-Atlanta-GA-30312/35888342_zpid/	582	3933	2541	91.2924679	80.21978022	7.692307692	90.72164948	0
919	603 Seminole Ave N	33.77079	-84.35069	603 Seminole Ave NE, Atlanta, GA	30307	Apartment	http://www.zillow.com/homedetails/603-Seminole-Ave-NE-Atlanta-GA-30307/2101825640_zpid/	759	4022	2586	90.30484757	86.26373626	23.07692308	86.59793814	0
920	607 Ridge Creek Dr # 60	33.795	-84.241	607 Ridge Creek Dr # 607, Clarkston, GA	30021	Condo	http://www.zillow.com/homedetails/607-Ridge-Creek-Dr-607-Clarkston-GA-30021/2103459240_zpid/	1559	13126	5270	94.86830229	76.37362637	23.07692308	98.45360825	0
921	607 Ridge Creek D	33.795072	-84.240957	607 Ridge Creek Dr, Clarkston, GA	30021	Condo	http://www.zillow.com/homedetails/607-Ridge-Creek-Dr-Clarkston-GA-30021/14517923_zpid/	1558	13122	5266	95.07719654	76.37362637	23.07692308	98.45360825	0
922	6175 Bellewood Ash L	33.867314	-84.181179	6175 Bellewood Ash Ln, Tucker, GA	30084	House	http://www.zillow.com/homedetails/6175-Bellewood-Ash-Ln-Tucker-GA-30084/87946289_zpid/	1809	18738	7232	100	62.63736264	11.53846154	13.91752577	2
923	61 Springside Dr S	33.675982	-84.386281	61 Springside Dr SE, Atlanta, GA	30354	House	http://www.zillow.com/homedetails/61-Springside-Dr-SE-Atlanta-GA-30354/35884753_zpid/	975	9864	3500	99.70634988	21.42857143	3.846153846	13.91752577	5
924	623 Kimberly Ln NE # 62	33.79457	-84.34116	623 Kimberly Ln NE # 623, Atlanta, GA	30306	Apartment	http://www.zillow.com/homedetails/623-Kimberly-Ln-NE-623-Atlanta-GA-30306/2099773505_zpid/	1028	5248	2587	96.10637794	89.01098901	3.846153846	26.28865979	6
925	623 Kimberly Ln N	33.794572	-84.341161	623 Kimberly Ln NE, Atlanta, GA	30306	House	http://www.zillow.com/homedetails/623-Kimberly-Ln-NE-Atlanta-GA-30306/37773347_zpid/	1028	5248	2587	96.10444944	89.01098901	3.846153846	26.28865979	6
926	629 Sandys Ln S	33.670551	-84.368681	629 Sandys Ln SE, Atlanta, GA	30354	House	http://www.zillow.com/homedetails/629-Sandys-Ln-SE-Atlanta-GA-30354/35874880_zpid/	1230	10697	4298	96.67005508	18.68131868	3.846153846	13.91752577	5
927	636 Cooper St S	33.737553	-84.396797	636 Cooper St SW, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/636-Cooper-St-SW-Atlanta-GA-30312/82625645_zpid/	622	3871	2582	87.15572085	80.21978022	7.692307692	90.20618557	0
